"detail_id","order_id","dishes_id","logicprn_name","parent_class_name","dishes_name","itemis_add","counts","amounts","cost","place_order_time","discount_amt","discount_reason","kick_back","add_inprice","add_info","bar_code","picture_file","emp_id"
2230,338,610028,NA,NA,"培根花菜",0,1,35,NA,"2016/8/9 11:23:07",NA,NA,NA,0,NA,NA,"caipu/304002.jpg",982
2231,338,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/9 11:25:36",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",982
2232,338,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/9 11:27:04",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",982
2177,340,610047,NA,NA,"西瓜胡萝卜沙拉",0,1,26,NA,"2016/8/14 12:30:54",NA,NA,NA,0,NA,NA,"caipu/301001.jpg",1230
2178,340,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/14 12:31:13",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1230
2179,340,610010,NA,NA,"白饭/小碗",0,3,1,NA,"2016/8/14 12:32:21",NA,NA,NA,0,NA,NA,"caipu/601004.jpg",1230
2182,340,610063,NA,NA,"蒜香辣花甲",0,1,45,NA,"2016/8/14 12:33:42",NA,NA,NA,0,NA,NA,"caipu/104002.jpg",1230
2180,340,609930,NA,NA,"豌豆薯仔猪骨汤",0,1,39,NA,"2016/8/14 12:33:47",NA,NA,NA,0,NA,NA,"caipu/203001.jpg",1230
2183,340,610051,NA,NA,"凉拌萝卜丝",0,1,20,NA,"2016/8/14 12:34:59",NA,NA,NA,0,NA,NA,"caipu/301005.jpg",1230
2181,341,609992,NA,NA,"番茄炖牛腩
",0,1,35,NA,"2016/8/28 12:04:04",NA,NA,NA,0,NA,NA,"caipu/201002.jpg",1004
2185,341,610062,NA,NA,"蒜蓉生蚝",0,1,49,NA,"2016/8/28 12:04:51",NA,NA,NA,0,NA,NA,"caipu/104001.jpg",1004
2186,341,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/28 12:05:41",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",1004
2187,341,610018,NA,NA,"照烧鸡腿
",0,1,16,NA,"2016/8/28 12:06:37",NA,NA,NA,0,NA,NA,"caipu/204001.jpg",1004
2189,341,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/28 12:07:45",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1004
2188,341,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/28 12:07:56",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1004
2213,342,609941,NA,NA,"清蒸海鱼",0,1,78,NA,"2016/8/2 11:58:57",NA,NA,NA,0,NA,NA,"caipu/103002.jpg",1450
2214,342,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/2 12:05:02",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",1450
2215,342,609975,NA,NA,"一品香酥藕",0,1,10,NA,"2016/8/2 12:05:35",NA,NA,NA,0,NA,NA,"caipu/502005.jpg",1450
2216,342,610010,NA,NA,"白饭/小碗",0,2,1,NA,"2016/8/2 12:10:24",NA,NA,NA,0,NA,NA,"caipu/601004.jpg",1450
2221,343,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/24 11:49:02",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",993
2222,343,609991,NA,NA,"香烤牛排
",0,1,55,NA,"2016/8/24 11:50:44",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",993
2223,343,609960,NA,NA,"白胡椒胡萝卜羊肉汤",0,1,35,NA,"2016/8/24 11:52:24",NA,NA,NA,0,NA,NA,"caipu/202006.jpg",993
2224,343,610021,NA,NA,"爆炒鸡翅",0,1,56,NA,"2016/8/24 11:55:27",NA,NA,NA,0,NA,NA,"caipu/204004.jpg",993
2225,343,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/24 11:56:38",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",993
2226,343,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/24 11:59:08",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",993
2219,344,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/10 13:18:15",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1343
2236,344,610031,NA,NA,"糖醋蕃茄溜青花",0,1,33,NA,"2016/8/10 13:22:04",NA,NA,NA,0,NA,NA,"caipu/304005.jpg",1343
2238,344,610010,NA,NA,"白饭/小碗",0,2,1,NA,"2016/8/10 13:30:16",NA,NA,NA,0,NA,NA,"caipu/601004.jpg",1343
2239,345,609967,NA,NA,"香酥两吃大虾",0,1,89,NA,"2016/8/25 11:36:33",NA,NA,NA,0,NA,NA,"caipu/101002.jpg",984
2241,345,609980,NA,NA,"三丝鳝鱼",0,1,55,NA,"2016/8/25 11:37:32",NA,NA,NA,0,NA,NA,"caipu/106005.jpg",984
2240,345,609961,NA,NA,"姜葱炒花蟹",0,1,45,NA,"2016/8/25 11:37:49",NA,NA,NA,0,NA,NA,"caipu/102001.jpg",984
2242,345,609957,NA,NA,"蒙古烤羊腿
",0,1,48,NA,"2016/8/25 11:39:07",NA,NA,NA,0,NA,NA,"caipu/202003.jpg",984
2244,345,609949,NA,NA,"意文柠檬汁 ",0,1,13,NA,"2016/8/25 11:39:15",NA,NA,NA,0,NA,NA,"caipu/404005.jpg",984
2243,345,609975,NA,NA,"一品香酥藕",0,1,10,NA,"2016/8/25 11:39:31",NA,NA,NA,0,NA,NA,"caipu/502005.jpg",984
2248,345,610023,NA,NA,"啤酒鸭",0,1,48,NA,"2016/8/25 11:40:04",NA,NA,NA,0,NA,NA,"caipu/204006.jpg",984
2250,345,609933,NA,NA,"自制猪肉脯",0,1,48,NA,"2016/8/25 11:40:11",NA,NA,NA,0,NA,NA,"caipu/203004.jpg",984
2247,345,609954,NA,NA,"凉拌蒜蓉西兰花",0,1,29,NA,"2016/8/25 11:40:21",NA,NA,NA,0,NA,NA,"caipu/304001.jpg",984
2251,345,610001,NA,NA,"土豆西红柿汤面",0,1,13,NA,"2016/8/25 11:43:33",NA,NA,NA,0,NA,NA,"caipu/603005.jpg",984
2254,345,610008,NA,NA,"五色糯米饭(七色)",0,1,35,NA,"2016/8/25 11:44:34",NA,NA,NA,0,NA,NA,"caipu/601002.jpg",984
2255,345,610010,NA,NA,"白饭/小碗",0,3,1,NA,"2016/8/25 11:45:59",NA,NA,NA,0,NA,NA,"caipu/601004.jpg",984
2256,345,610061,NA,NA,"牛肉鸡蛋肠粉",0,1,20,NA,"2016/8/25 11:46:49",NA,NA,NA,0,NA,NA,"caipu/604005.jpg",984
2246,346,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/11 12:10:10",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1520
2245,346,609960,NA,NA,"白胡椒胡萝卜羊肉汤",0,1,35,NA,"2016/8/11 12:10:37",NA,NA,NA,0,NA,NA,"caipu/202006.jpg",1520
2249,346,609944,NA,NA,"水煮鱼",0,1,65,NA,"2016/8/11 12:11:31",NA,NA,NA,0,NA,NA,"caipu/103005.jpg",1520
2252,346,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/11 12:16:17",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",1520
2253,346,609991,NA,NA,"香烤牛排
",0,1,55,NA,"2016/8/11 12:17:09",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",1520
2257,346,610051,NA,NA,"凉拌萝卜丝",0,1,20,NA,"2016/8/11 12:18:20",NA,NA,NA,0,NA,NA,"caipu/301005.jpg",1520
2259,346,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/11 12:18:24",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1520
2263,346,610021,NA,NA,"爆炒鸡翅",0,1,56,NA,"2016/8/11 12:20:47",NA,NA,NA,0,NA,NA,"caipu/204004.jpg",1520
2268,346,609939,NA,NA,"香菇鸡肉粥",0,1,15,NA,"2016/8/11 12:22:17",NA,NA,NA,0,NA,NA,"caipu/602005.jpg",1520
2265,346,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/11 12:22:36",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1520
2273,349,609940,NA,NA,"清蒸蝶鱼",0,1,56,NA,"2016/8/13 13:32:03",NA,NA,NA,0,NA,NA,"caipu/103001.jpg",1305
2274,349,610015,NA,NA,"葱油凉拌藕片",0,1,30,NA,"2016/8/13 13:38:40",NA,NA,NA,0,NA,NA,"caipu/302004.jpg",1305
2275,349,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/13 13:40:16",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",1305
2276,349,610039,NA,NA,"培根紫菜卷",0,1,30,NA,"2016/8/13 13:41:30",NA,NA,NA,0,NA,NA,"caipu/105003.jpg",1305
2277,349,609931,NA,NA,"焖猪手",0,1,58,NA,"2016/8/13 13:42:22",NA,NA,NA,0,NA,NA,"caipu/203002.jpg",1305
2279,349,610029,NA,NA,"黄花菜炒木耳",0,1,35,NA,"2016/8/13 13:44:15",NA,NA,NA,0,NA,NA,"caipu/304003.jpg",1305
2278,349,609996,NA,NA,"牛尾汤",0,1,40,NA,"2016/8/13 13:44:37",NA,NA,NA,0,NA,NA,"caipu/201006.jpg",1305
2280,349,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/13 13:47:15",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1305
2282,350,609707,NA,NA,"百里香奶油烤紅酒牛肉",0,1,178,NA,"2016/8/26 12:29:04",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",995
2281,350,609966,NA,NA,"芝士烩波士顿龙虾",0,1,175,NA,"2016/8/26 12:29:50",NA,NA,NA,0,NA,NA,"caipu/101001.jpg",995
2283,350,610014,NA,NA,"金玉良缘",0,1,30,NA,"2016/8/26 12:31:17",NA,NA,NA,0,NA,NA,"caipu/302003.jpg",995
2284,350,610031,NA,NA,"糖醋蕃茄溜青花",0,1,33,NA,"2016/8/26 12:36:37",NA,NA,NA,0,NA,NA,"caipu/304005.jpg",995
2285,350,610036,NA,NA,"路易拉菲红酒干红",0,1,158,NA,"2016/8/26 12:37:17",NA,NA,NA,0,NA,NA,"caipu/402005.jpg",995
2286,350,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/26 12:40:35",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",995
2287,351,609940,NA,NA,"清蒸蝶鱼",0,1,56,NA,"2016/8/7 12:23:54",NA,NA,NA,0,NA,NA,"caipu/103001.jpg",1610
2288,351,610048,NA,NA,"拌土豆丝",0,1,25,NA,"2016/8/7 12:26:11",NA,NA,NA,0,NA,NA,"caipu/301002.jpg",1610
2289,351,609931,NA,NA,"焖猪手",0,1,58,NA,"2016/8/7 12:31:42",NA,NA,NA,0,NA,NA,"caipu/203002.jpg",1610
2290,351,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/7 12:36:14",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1610
2291,351,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/7 12:41:15",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1610
2292,352,609992,NA,NA,"番茄炖牛腩
",0,1,35,NA,"2016/8/12 12:19:41",NA,NA,NA,0,NA,NA,"caipu/201002.jpg",1319
2293,352,610014,NA,NA,"金玉良缘",0,1,30,NA,"2016/8/12 12:22:28",NA,NA,NA,0,NA,NA,"caipu/302003.jpg",1319
2294,352,610018,NA,NA,"照烧鸡腿
",0,1,16,NA,"2016/8/12 12:23:01",NA,NA,NA,0,NA,NA,"caipu/204001.jpg",1319
2295,352,610048,NA,NA,"拌土豆丝",0,1,25,NA,"2016/8/12 12:26:51",NA,NA,NA,0,NA,NA,"caipu/301002.jpg",1319
2296,352,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/12 12:28:14",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1319
2297,353,609940,NA,NA,"清蒸蝶鱼",0,1,56,NA,"2016/8/16 13:06:13",NA,NA,NA,0,NA,NA,"caipu/103001.jpg",984
2298,353,609961,NA,NA,"姜葱炒花蟹",0,1,45,NA,"2016/8/16 13:07:53",NA,NA,NA,0,NA,NA,"caipu/102001.jpg",984
2299,353,610051,NA,NA,"凉拌萝卜丝",0,1,20,NA,"2016/8/16 13:08:59",NA,NA,NA,0,NA,NA,"caipu/301005.jpg",984
2300,353,610030,NA,NA,"番茄有机花菜",0,1,32,NA,"2016/8/16 13:10:56",NA,NA,NA,0,NA,NA,"caipu/304004.jpg",984
2301,353,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/16 13:12:18",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",984
2345,361,609966,NA,NA,"芝士烩波士顿龙虾",0,1,175,NA,"2016/8/27 11:15:18",NA,NA,NA,0,NA,NA,"caipu/101001.jpg",995
2346,361,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/27 11:16:51",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",995
2348,361,610051,NA,NA,"凉拌萝卜丝",0,1,20,NA,"2016/8/27 11:21:01",NA,NA,NA,0,NA,NA,"caipu/301005.jpg",995
2347,361,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/27 11:21:39",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",995
2349,361,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/27 11:25:08",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",995
2350,365,609944,NA,NA,"水煮鱼",0,1,65,NA,"2016/8/2 13:21:38",NA,NA,NA,0,NA,NA,"caipu/103005.jpg",992
2353,365,610043,NA,NA,"肉丁茄子",0,1,39,NA,"2016/8/2 13:22:01",NA,NA,NA,0,NA,NA,"caipu/305002.jpg",992
2355,365,610010,NA,NA,"白饭/小碗",0,2,1,NA,"2016/8/2 13:23:07",NA,NA,NA,0,NA,NA,"caipu/601004.jpg",992
2357,365,610053,NA,NA,"蛋挞",0,1,8,NA,"2016/8/2 13:26:32",NA,NA,NA,0,NA,NA,"caipu/501002.jpg",992
2359,365,606057,NA,NA,"张裕葡萄酒张裕赤霞珠干红


",0,1,32,NA,"2016/8/2 13:29:42",NA,NA,NA,0,NA,NA,"caipu/402002.jpg",992
2352,366,609967,NA,NA,"香酥两吃大虾",0,1,89,NA,"2016/8/11 11:49:43",NA,NA,NA,0,NA,NA,"caipu/101002.jpg",1159
2354,366,609961,NA,NA,"姜葱炒花蟹",0,1,45,NA,"2016/8/11 11:51:17",NA,NA,NA,0,NA,NA,"caipu/102001.jpg",1159
2356,366,606000,NA,NA,"香烤牛排


",0,1,55,NA,"2016/8/11 11:52:48",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",1159
2358,366,606106,NA,NA,"铁板牛肉",0,1,66,NA,"2016/8/11 11:53:47",NA,NA,NA,0,NA,NA,"/jsp/pc/images/606106.jpg",1159
2361,366,610003,NA,NA,"蒜香包",0,1,13,NA,"2016/8/11 11:54:12",NA,NA,NA,0,NA,NA,"caipu/503002.jpg",1159
2360,366,610043,NA,NA,"肉丁茄子",0,1,39,NA,"2016/8/11 11:54:48",NA,NA,NA,0,NA,NA,"caipu/305002.jpg",1159
2362,366,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/11 11:56:08",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1159
2363,367,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/2 12:58:38",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1119
2364,367,609978,NA,NA,"爆炒鳝碌",0,1,55,NA,"2016/8/2 12:59:05",NA,NA,NA,0,NA,NA,"caipu/106003.jpg",1119
2365,367,606106,NA,NA,"铁板牛肉",0,1,66,NA,"2016/8/2 13:00:51",NA,NA,NA,0,NA,NA,"/jsp/pc/images/606106.jpg",1119
2366,367,609985,NA,NA,"三色凉拌手撕兔",0,1,66,NA,"2016/8/2 13:01:04",NA,NA,NA,0,NA,NA,"caipu/205005.jpg",1119
2367,367,609951,NA,NA,"炝炒大白菜",0,1,29,NA,"2016/8/2 13:01:36",NA,NA,NA,0,NA,NA,"caipu/303002.jpg",1119
2368,367,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/2 13:05:05",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",1119
2369,367,610036,NA,NA,"路易拉菲红酒干红",0,1,158,NA,"2016/8/2 13:06:27",NA,NA,NA,0,NA,NA,"caipu/402005.jpg",1119
2370,367,610054,NA,NA,"不加一滴油的酸奶蛋糕",0,1,7,NA,"2016/8/2 13:10:43",NA,NA,NA,0,NA,NA,"caipu/501003.jpg",1119
2371,367,610053,NA,NA,"蛋挞",0,1,8,NA,"2016/8/2 13:12:09",NA,NA,NA,0,NA,NA,"caipu/501002.jpg",1119
2373,367,610001,NA,NA,"土豆西红柿汤面",0,1,13,NA,"2016/8/2 13:15:01",NA,NA,NA,0,NA,NA,"caipu/603005.jpg",1119
2372,367,610008,NA,NA,"五色糯米饭(七色)",0,1,35,NA,"2016/8/2 13:15:40",NA,NA,NA,0,NA,NA,"caipu/601002.jpg",1119
2374,367,610047,NA,NA,"西瓜胡萝卜沙拉",0,1,26,NA,"2016/8/2 13:16:18",NA,NA,NA,0,NA,NA,"caipu/301001.jpg",1119
2375,367,610012,NA,NA,"香菇鹌鹑蛋",0,1,39,NA,"2016/8/2 13:17:56",NA,NA,NA,0,NA,NA,"caipu/302001.jpg",1119
2376,368,606106,NA,NA,"铁板牛肉",0,1,66,NA,"2016/8/2 13:13:51",NA,NA,NA,0,NA,NA,"/jsp/pc/images/606106.jpg",1125
2377,368,610050,NA,NA,"番茄甘蓝",0,1,33,NA,"2016/8/2 13:16:08",NA,NA,NA,0,NA,NA,"caipu/301004.jpg",1125
2378,368,609972,NA,NA,"核桃葡萄干土司",0,1,19,NA,"2016/8/2 13:19:05",NA,NA,NA,0,NA,NA,"caipu/502002.jpg",1125
2380,368,609936,NA,NA,"皮蛋瘦肉粥",0,1,16,NA,"2016/8/2 13:20:02",NA,NA,NA,0,NA,NA,"caipu/602002.jpg",1125
2379,368,606057,NA,NA,"张裕葡萄酒张裕赤霞珠干红


",0,1,32,NA,"2016/8/2 13:20:04",NA,NA,NA,0,NA,NA,"caipu/402002.jpg",1125
2381,368,609961,NA,NA,"姜葱炒花蟹",0,1,45,NA,"2016/8/2 13:22:16",NA,NA,NA,0,NA,NA,"caipu/102001.jpg",1125
2382,369,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/11 12:56:16",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1467
2383,369,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/11 12:57:03",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",1467
2385,369,609937,NA,NA,"冰糖红豆薏米粥",0,1,15,NA,"2016/8/11 12:58:15",NA,NA,NA,0,NA,NA,"caipu/602003.jpg",1467
2384,369,610058,NA,NA,"超人气广式肠粉",0,1,18,NA,"2016/8/11 12:58:44",NA,NA,NA,0,NA,NA,"caipu/604002.jpg",1467
2386,369,609973,NA,NA,"紫薯面包卷",0,1,20,NA,"2016/8/11 12:59:12",NA,NA,NA,0,NA,NA,"caipu/502003.jpg",1467
2387,370,609967,NA,NA,"香酥两吃大虾",0,1,89,NA,"2016/8/21 11:47:38",NA,NA,NA,0,NA,NA,"caipu/101002.jpg",1121
2388,370,609962,NA,NA,"倒立蒸梭子蟹",0,1,169,NA,"2016/8/21 11:48:06",NA,NA,NA,0,NA,NA,"caipu/102002.jpg",1121
2389,370,609942,NA,NA,"辣炒鱿鱼",0,1,58,NA,"2016/8/21 11:48:47",NA,NA,NA,0,NA,NA,"caipu/103003.jpg",1121
2391,370,606003,NA,NA,"独家薄荷鲜虾牛肉卷


",0,1,45,NA,"2016/8/21 11:49:10",NA,NA,NA,0,NA,NA,"caipu/201004.jpg",1121
2390,370,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/21 11:49:34",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",1121
2392,370,606015,NA,NA,"照烧鸡腿


",0,1,16,NA,"2016/8/21 11:49:58",NA,NA,NA,0,NA,NA,"caipu/204001.jpg",1121
2393,370,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/21 11:50:55",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1121
2394,370,610028,NA,NA,"培根花菜",0,1,35,NA,"2016/8/21 11:51:51",NA,NA,NA,0,NA,NA,"caipu/304002.jpg",1121
2395,370,610031,NA,NA,"糖醋蕃茄溜青花",0,1,33,NA,"2016/8/21 11:52:55",NA,NA,NA,0,NA,NA,"caipu/304005.jpg",1121
2396,370,610053,NA,NA,"蛋挞",0,1,8,NA,"2016/8/21 11:54:22",NA,NA,NA,0,NA,NA,"caipu/501002.jpg",1121
2397,370,609938,NA,NA,"小米南瓜粥",0,1,13,NA,"2016/8/21 11:55:10",NA,NA,NA,0,NA,NA,"caipu/602004.jpg",1121
2494,379,609944,NA,NA,"水煮鱼",0,1,65,NA,"2016/8/14 12:37:06",NA,NA,NA,0,NA,NA,"caipu/103005.jpg",1189
2489,379,609968,NA,NA,"油焖麻辣虾",0,1,65,NA,"2016/8/14 12:37:53",NA,NA,NA,0,NA,NA,"caipu/101003.jpg",1189
2496,379,610039,NA,NA,"培根紫菜卷",0,1,30,NA,"2016/8/14 12:38:07",NA,NA,NA,0,NA,NA,"caipu/105003.jpg",1189
2497,379,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/14 12:40:01",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1189
2499,379,609960,NA,NA,"白胡椒胡萝卜羊肉汤",0,1,35,NA,"2016/8/14 12:40:30",NA,NA,NA,0,NA,NA,"caipu/202006.jpg",1189
2504,379,609993,NA,NA,"百里香奶油烤红酒牛肉",0,1,178,NA,"2016/8/14 12:41:24",NA,NA,NA,0,NA,NA,"caipu/111.jpg",1189
2501,379,609954,NA,NA,"凉拌蒜蓉西兰花",0,1,29,NA,"2016/8/14 12:41:56",NA,NA,NA,0,NA,NA,"caipu/304001.jpg",1189
2508,379,609999,NA,NA,"鱼香肉丝拌面",0,1,18,NA,"2016/8/14 12:42:39",NA,NA,NA,0,NA,NA,"caipu/603003.jpg",1189
2507,379,609997,NA,NA,"打卤面",0,1,26,NA,"2016/8/14 12:42:59",NA,NA,NA,0,NA,NA,"caipu/603001.jpg",1189
2513,379,610004,NA,NA,"南瓜芝士包",0,1,10,NA,"2016/8/14 12:43:18",NA,NA,NA,0,NA,NA,"caipu/503003.jpg",1189
2515,379,610008,NA,NA,"五色糯米饭(七色)",0,1,35,NA,"2016/8/14 12:43:27",NA,NA,NA,0,NA,NA,"caipu/601002.jpg",1189
2511,379,609998,NA,NA,"清爽拌凉面",0,1,15,NA,"2016/8/14 12:43:57",NA,NA,NA,0,NA,NA,"caipu/603002.jpg",1189
2516,379,610003,NA,NA,"蒜香包",0,1,13,NA,"2016/8/14 12:44:49",NA,NA,NA,0,NA,NA,"caipu/503002.jpg",1189
2519,379,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/14 12:45:07",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",1189
2521,379,609948,NA,NA,"露露无糖杏仁露",0,1,7,NA,"2016/8/14 12:46:05",NA,NA,NA,0,NA,NA,"caipu/404004.jpg",1189
2522,379,609949,NA,NA,"意文柠檬汁 ",0,1,13,NA,"2016/8/14 12:47:02",NA,NA,NA,0,NA,NA,"caipu/404005.jpg",1189
2498,380,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/19 13:25:20",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1587
2520,380,610063,NA,NA,"蒜香辣花甲",0,1,45,NA,"2016/8/19 13:26:06",NA,NA,NA,0,NA,NA,"caipu/104002.jpg",1587
2512,380,609993,NA,NA,"百里香奶油烤红酒牛肉",0,1,178,NA,"2016/8/19 13:26:26",NA,NA,NA,0,NA,NA,"caipu/111.jpg",1587
2524,380,609954,NA,NA,"凉拌蒜蓉西兰花",0,1,29,NA,"2016/8/19 13:28:33",NA,NA,NA,0,NA,NA,"caipu/304001.jpg",1587
2529,380,610035,NA,NA,"黄尾袋鼠西拉子红葡萄酒",0,2,46,NA,"2016/8/19 13:29:09",NA,NA,NA,0,NA,NA,"caipu/402004.jpg",1587
2532,380,610055,NA,NA,"葡萄奶酥(超酥香的饼干)",0,1,9,NA,"2016/8/19 13:30:33",NA,NA,NA,0,NA,NA,"caipu/501004.jpg",1587
2534,380,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/19 13:31:55",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1587
2553,380,609981,NA,NA,"桂圆枸杞鸽子汤",0,1,48,NA,"2016/8/19 13:33:54",NA,NA,NA,0,NA,NA,"caipu/205001.jpg",1587
2554,380,609952,NA,NA,"美妙绝伦之白莲花",0,1,29,NA,"2016/8/19 13:36:24",NA,NA,NA,0,NA,NA,"caipu/303003.jpg",1587
2565,380,610015,NA,NA,"葱油凉拌藕片",0,1,30,NA,"2016/8/19 13:36:49",NA,NA,NA,0,NA,NA,"caipu/302004.jpg",1587
2609,380,610039,NA,NA,"培根紫菜卷",0,1,30,NA,"2016/8/19 13:36:59",NA,NA,NA,0,NA,NA,"caipu/105003.jpg",1587
2621,380,609958,NA,NA,"香辣爆羊肝


",0,1,28,NA,"2016/8/19 13:37:20",NA,NA,NA,0,NA,NA,"caipu/202004.jpg",1587
2623,380,609949,NA,NA,"意文柠檬汁 ",0,1,13,NA,"2016/8/19 13:38:09",NA,NA,NA,0,NA,NA,"caipu/404005.jpg",1587
2624,380,609983,NA,NA,"干锅田鸡",0,1,88,NA,"2016/8/19 13:39:17",NA,NA,NA,0,NA,NA,"caipu/205003.jpg",1587
2636,380,610028,NA,NA,"培根花菜",0,1,35,NA,"2016/8/19 13:41:25",NA,NA,NA,0,NA,NA,"caipu/304002.jpg",1587
2535,381,609996,NA,NA,"牛尾汤",0,1,40,NA,"2016/8/1 13:13:30",NA,NA,NA,0,NA,NA,"caipu/201006.jpg",1243
2539,381,609994,NA,NA,"独家薄荷鲜虾牛肉卷


",0,1,45,NA,"2016/8/1 13:13:55",NA,NA,NA,0,NA,NA,"caipu/201004.jpg",1243
2542,381,610012,NA,NA,"香菇鹌鹑蛋",0,1,39,NA,"2016/8/1 13:15:02",NA,NA,NA,0,NA,NA,"caipu/302001.jpg",1243
2544,381,610047,NA,NA,"西瓜胡萝卜沙拉",0,1,26,NA,"2016/8/1 13:16:15",NA,NA,NA,0,NA,NA,"caipu/301001.jpg",1243
2546,381,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/1 13:21:25",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",1243
2549,381,610052,NA,NA,"黄油曲奇饼干",0,1,16,NA,"2016/8/1 13:22:14",NA,NA,NA,0,NA,NA,"caipu/501001.jpg",1243
2551,381,610008,NA,NA,"五色糯米饭(七色)",0,1,35,NA,"2016/8/1 13:23:09",NA,NA,NA,0,NA,NA,"caipu/601002.jpg",1243
2525,382,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/5 12:41:35",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1206
2527,382,609944,NA,NA,"水煮鱼",0,1,65,NA,"2016/8/5 12:41:51",NA,NA,NA,0,NA,NA,"caipu/103005.jpg",1206
2528,382,609942,NA,NA,"辣炒鱿鱼",0,1,58,NA,"2016/8/5 12:45:10",NA,NA,NA,0,NA,NA,"caipu/103003.jpg",1206
